,ts,td,pkt,byt,srcip,dstip,srcport,dstport,proto,type
2094,1554209795167616.0,69.78995513916016,0.9904251098632812,62.612117767333984,3215393103,3215393278,57838,15438,UDP,blacklist
2095,1554209796102528.0,88.6591567993164,4.070279121398926,427.69927978515625,3215393273,3741319418,5245,5124,UDP,blacklist
2096,1554209797915008.0,1.0742826461791992,0.9799278974533081,404.59857177734375,3215393218,3215393213,45861,53,UDP,blacklist
2097,1554209800035712.0,0.0,0.982831597328186,40.34345245361328,3215393273,3215393278,44998,15408,UDP,blacklist
2098,1554209801614720.0,76.35750579833984,0.9702571630477905,56.612030029296875,3215393103,4003922430,54732,15405,UDP,blacklist
2099,1554209803772288.0,97.87686920166016,0.9693450927734375,56.07933807373047,3215393103,4009688825,55547,15389,UDP,blacklist
2100,1554209806521728.0,121.10993194580078,0.9625775814056396,60.0092658996582,3215393103,3215393278,45267,15366,UDP,blacklist
2101,1554209807590784.0,148.10845947265625,1.0024096965789795,63.655067443847656,3215393103,4009688825,39775,15459,UDP,blacklist
2102,1554209813886336.0,0.0,2.0138087272644043,309.5845642089844,3215393175,3215393213,54553,53,UDP,blacklist
2103,1554209814840704.0,0.0,2.020207643508911,677.0252685546875,3215393213,3215393213,36753,53,UDP,blacklist
2104,1554209815853440.0,51.43280792236328,1.0142993927001953,64.582763671875,3215393103,3215393278,48467,15457,UDP,blacklist
2105,1554209817742720.0,0.0,0.9981570243835449,59.96052932739258,3215393103,3215393278,36016,15475,UDP,blacklist
2106,1554209823848832.0,80.87594604492188,12.134421348571777,3077.979248046875,3215393103,4009688825,47307,15421,UDP,blacklist
2107,1554209824881024.0,104.33417510986328,0.9482327699661255,68.9478759765625,3215393103,3204448507,52193,15381,UDP,blacklist
2108,1554209825589632.0,74.87289428710938,4.371004581451416,580.1499633789062,3215393273,3741319418,5143,15466,UDP,blacklist
2109,1554209826151808.0,0.0,3.937016010284424,423.6145324707031,3215393273,3741319418,5127,5194,UDP,blacklist
2110,1554209826194816.0,0.0,1.9672825336456299,609.2285766601562,3215393175,3215393213,37023,53,UDP,blacklist
2111,1554209826223488.0,43.076045989990234,2.0131266117095947,624.9111938476562,3215393175,3215393213,44765,53,UDP,blacklist
2112,1554209828376960.0,12.395404815673828,0.9819221496582031,61.9013557434082,3215393103,4009688825,49376,15482,UDP,blacklist
2113,1554209830152576.0,0.0,0.9125968217849731,126.82447052001953,3215393103,3992977659,57775,15404,UDP,blacklist
2114,1554209837961600.0,14.844073295593262,1.925776720046997,610.2283325195312,3215393175,3215393213,52973,53,UDP,blacklist
2115,1554209837993344.0,62.37590408325195,2.0563406944274902,603.6649780273438,3215393175,3215393213,5137,53,UDP,blacklist
2116,1554209838028160.0,17.450511932373047,0.9368687868118286,101.78690338134766,3215393175,3215393213,37652,53,UDP,blacklist
2117,1554209838856576.0,0.0,0.954889178276062,1142.9959716796875,3215393175,3215441830,36320,53,UDP,blacklist
2118,1554209841277312.0,84.75587463378906,1.0630459785461426,341.5923156738281,3215393218,3209479185,5198,53,UDP,blacklist
2119,1554209841304960.0,7.542038440704346,0.9723097085952759,1442.9219970703125,3215393213,3424738078,16221,53,UDP,blacklist
2120,1554209841414528.0,102.26451873779297,11.837937355041504,2643.45556640625,3215393213,879937053,50343,53,TCP,blacklist
2121,1554209843944832.0,0.0,0.9947001934051514,67.642822265625,3215393103,3215393278,25256,15395,UDP,blacklist
2122,1554209854485888.0,27.661230087280273,2.0111851692199707,303.54144287109375,3215393175,3215393213,57060,53,UDP,blacklist
2123,1554209868627328.0,86.43318939208984,1.9921238422393799,622.7612915039062,3215393175,3215393213,37281,53,UDP,blacklist
2124,1554209878438272.0,44.836891174316406,2.0039467811584473,265.7071228027344,3215393175,3215393213,51294,53,UDP,blacklist
2125,1554209893291392.0,79.70508575439453,1.9622480869293213,642.490966796875,3215393175,3215393213,47590,53,UDP,blacklist
2126,1554209908028800.0,37.088199615478516,1.9763994216918945,655.9625244140625,3215393175,3215393213,57294,53,UDP,blacklist
2127,1554209922971008.0,84.22795867919922,1.9769020080566406,632.8541870117188,3215393175,3215393213,39849,53,UDP,blacklist
2128,1554209937498496.0,67.21275329589844,1.892652988433838,581.2522583007812,3215393175,3215393213,48888,123,UDP,blacklist
2129,1554209943485824.0,72.71233367919922,1.9694757461547852,616.3343505859375,3215393175,3215393213,32798,53,UDP,blacklist
2130,1554209958315392.0,53.095947265625,1.9648525714874268,640.4824829101562,3215393175,3215393213,49936,53,UDP,blacklist
2131,1554209972170112.0,58.538028717041016,1.9771616458892822,312.1009826660156,3215393175,3215393213,33770,53,UDP,blacklist
2132,1554209987117440.0,67.13059997558594,1.9739837646484375,509.1321105957031,3215393175,3215393213,54749,53,UDP,blacklist
2133,1554210002181504.0,73.37335205078125,1.9796826839447021,624.2925415039062,3215393175,3215393213,37336,53,UDP,blacklist
2134,1554210016985472.0,77.40592193603516,1.9777302742004395,619.3861694335938,3215393175,3215393213,33696,53,UDP,blacklist
2135,1554210031818112.0,57.260826110839844,1.974921703338623,630.8152465820312,3215393175,3215393213,45005,53,UDP,blacklist
2136,1554210046878080.0,61.66061019897461,1.9560825824737549,655.2791137695312,3215393175,3215393213,60714,53,UDP,blacklist
2137,1554210061574528.0,63.95695114135742,1.9634697437286377,644.4758911132812,3215393175,3215393213,50622,53,UDP,blacklist
2138,1554210092176768.0,87.02017974853516,1.9577968120574951,309.2478332519531,3215393175,3215393213,58286,53,UDP,blacklist
2139,1554210107144576.0,92.49555206298828,1.9643614292144775,622.8736572265625,3215393175,3215393213,39124,53,UDP,blacklist
2140,1554210121866624.0,89.12081146240234,1.9939112663269043,588.4202270507812,3215393175,3215393213,5139,53,UDP,blacklist
2141,1554210136604032.0,32.53632736206055,1.9628801345825195,619.207275390625,3215393175,3215393213,33775,53,UDP,blacklist
2142,1554210151604608.0,48.62139129638672,1.966200590133667,634.2745361328125,3215393175,3215393213,44358,53,UDP,blacklist
2143,1554210167672192.0,24.357192993164062,1.963587760925293,644.4204711914062,3215393175,3215393213,47390,53,UDP,blacklist
2144,1554210214382976.0,81.62866973876953,1.953315019607544,660.857666015625,3215393175,3215393213,58289,53,UDP,blacklist
2145,1554210233365888.0,113.32608795166016,1.9532251358032227,636.0582275390625,3215393175,3215393213,53723,53,UDP,blacklist
2146,1554210254391680.0,118.79912567138672,1.9619817733764648,637.1441650390625,3215393175,3215393213,47788,53,UDP,blacklist
2147,1554210280655232.0,75.04446411132812,3.135796546936035,1266.656982421875,3215393175,3741319418,137,137,UDP,blacklist
2148,1554210289812864.0,0.0,1.9620444774627686,642.2323608398438,3215393175,3215393213,44981,53,UDP,blacklist
2149,1554210308833664.0,86.60826110839844,106.19158935546875,37621.42578125,3215393175,134744072,46354,53,UDP,blacklist
2150,1554210314715520.0,1301.4248046875,34.735374450683594,5222.49365234375,3215393175,875061861,47289,53,TCP,blacklist
2151,1554210343329152.0,0.0,2.007265090942383,637.8145751953125,3215393175,3215393213,58923,53,UDP,blacklist
2152,1554210355533184.0,0.0,1.9292898178100586,634.1322021484375,3215393175,3215393213,45430,53,UDP,blacklist
2153,1554210369400192.0,3.6911368370056152,1.9573242664337158,663.4667358398438,3215393175,3215393213,35529,53,UDP,blacklist
2154,1554210383944064.0,0.0,1.9701714515686035,635.0678100585938,3215393175,3215393213,51352,53,UDP,blacklist
2155,1554210399302016.0,106.57459259033203,1.9533827304840088,650.0147705078125,3215393175,3215393213,54341,53,UDP,blacklist
2156,1554210407280000.0,43.765174865722656,1.9750659465789795,619.3427734375,3215393175,3215393213,34030,53,UDP,blacklist
2157,1554210437495168.0,68.92012023925781,1.9653589725494385,641.3695678710938,3215393175,3215393213,52495,53,UDP,blacklist
2158,1554210452596096.0,79.95443725585938,1.963893175125122,638.076904296875,3215393175,3215393213,46535,53,UDP,blacklist
2159,1554210467516800.0,101.6421127319336,1.975773811340332,316.0534362792969,3215393175,3215393213,37373,53,UDP,blacklist
2160,1554210478257536.0,100.66422271728516,24.269359588623047,7912.6923828125,3215393216,3204448506,136,137,UDP,blacklist
2161,1554210490484096.0,0.39832744002342224,1.9635255336761475,315.59210205078125,3215393175,3215393213,56093,53,UDP,blacklist
2162,1554210534967680.0,17.953937530517578,1.9669978618621826,620.9026489257812,3215393175,3215393213,33750,53,UDP,blacklist
2163,1554210549891456.0,92.66647338867188,1.9878127574920654,629.8510131835938,3215393175,3215393213,33688,53,UDP,blacklist
2164,1554210556929408.0,0.0,1.961707353591919,301.9566345214844,3215393175,3215393213,59638,53,UDP,blacklist
2165,1554210572207488.0,43.008819580078125,1.8886950016021729,626.715576171875,3215393175,3215393213,53404,53,UDP,blacklist
2166,1554210589677952.0,54.49384689331055,1.9137589931488037,1249.6463623046875,3215393175,3215415685,58957,53,UDP,blacklist
2167,1554210605077888.0,30.78648567199707,1.9714763164520264,618.1904907226562,3215393175,3215393213,37184,53,UDP,blacklist
2168,1554210618216832.0,79.72250366210938,1.9717764854431152,309.430908203125,3215393175,3215393213,53920,53,UDP,blacklist
2169,1554210630855040.0,55.00381851196289,1.9755337238311768,624.2123413085938,3215393175,3215393213,35235,53,UDP,blacklist
2170,1554210645181824.0,50.81489562988281,1.985408067703247,635.248291015625,3215393175,3215393213,33487,53,UDP,blacklist
2171,1554210652026240.0,71.30970001220703,1.9713852405548096,308.8807373046875,3215393175,3215393213,54634,53,UDP,blacklist
2172,1554210662741376.0,49.46709442138672,1.9847915172576904,646.3591918945312,3215393175,134744072,40444,53,UDP,blacklist
2173,1554210667581824.0,1.7166836261749268,2.0355186462402344,1545.772705078125,3215393175,134744072,46807,53,UDP,blacklist
2174,1554210675496320.0,32.849185943603516,0.9025892019271851,100.16290283203125,3215393175,3215393213,50959,53,UDP,blacklist
2175,1554210676493696.0,10.73911190032959,1.9997766017913818,310.87493896484375,3215393175,3215393213,55622,53,UDP,blacklist
2176,1554210677420416.0,0.0,1.9940807819366455,645.3435668945312,3215393175,3215393213,56002,53,UDP,blacklist
2177,1554210688352640.0,0.0,1.0532422065734863,516.8287963867188,3215393213,3215443483,44111,53,UDP,blacklist
2178,1554210688402816.0,46.29054260253906,1.9578359127044678,305.2959289550781,3215393175,3215393213,46140,53,UDP,blacklist
2179,1554210703367552.0,79.40131378173828,1.9965789318084717,218.75057983398438,3215393175,3215393213,33900,53,UDP,blacklist
2180,1554210703367552.0,40.85694122314453,1.0030419826507568,104.34988403320312,3215393213,3215393213,46813,53,UDP,blacklist
2181,1554210703390080.0,94.53489685058594,1.9862022399902344,211.43386840820312,3215393175,3215393213,46584,53,UDP,blacklist
2182,1554210718207360.0,94.01551818847656,1.9683144092559814,566.5936889648438,3215393175,3215393213,60904,53,UDP,blacklist
2183,1554210718257536.0,99.65689086914062,2.0056748390197754,631.7130126953125,3215393175,3215393213,35359,53,UDP,blacklist
2184,1554210720137600.0,133.037841796875,1.034008502960205,47.200965881347656,3215393273,3741319418,7118,5168,UDP,blacklist
2185,1554210729733504.0,0.0,1.020543098449707,568.0413818359375,3215393273,3741319418,18220,5192,UDP,blacklist
2186,1554210743925120.0,21.95615577697754,1.9996628761291504,282.2383728027344,3215393218,3215393213,58893,53,UDP,blacklist
2187,1554210743928192.0,78.38084411621094,2.0111167430877686,326.576416015625,3215393175,3215393213,48599,53,UDP,blacklist
2188,1554210756176256.0,75.13700103759766,2.104372501373291,297.9078369140625,3215393175,683432390,44233,53,UDP,blacklist
2189,1554210768565632.0,1.1120644807815552,1.9117178916931152,254.22540283203125,3215393218,3215393213,43189,123,UDP,blacklist
2190,1554210784979328.0,4.806366443634033,1.971597671508789,308.8637390136719,3215393175,3215393213,50374,53,UDP,blacklist
2191,1554210792014208.0,60.433528900146484,1.9861836433410645,614.578857421875,3215393175,3215393213,36537,53,UDP,blacklist
2192,1554210806804864.0,56.275062561035156,1.9598703384399414,633.3040771484375,3215393175,3215393213,44815,53,UDP,blacklist
2193,1554210821741952.0,35.09419631958008,1.9398741722106934,295.6595153808594,3215393175,3215393213,60705,53,UDP,blacklist
2194,1554210821749120.0,78.9377212524414,1.9644300937652588,657.7634887695312,3215393175,3215393213,58298,53,UDP,blacklist
2195,1554210826962304.0,119.70320892333984,32.383026123046875,29224.693359375,3215393175,582784496,33768,442,TCP,blacklist
2196,1554210827024768.0,46.09305953979492,1.9454176425933838,208.92376708984375,3215393175,3215393213,59857,53,UDP,blacklist
2197,1554210834967936.0,24.947633743286133,1.0363984107971191,48.18086624145508,3215393216,3752264190,36135,5139,UDP,blacklist
2198,1554210855770496.0,54.51932907104492,1.9379417896270752,581.8108520507812,3215393175,3215393213,34471,53,UDP,blacklist
2199,1554210856978816.0,124.79930114746094,2.060337543487549,343.20208740234375,3215393175,3215393213,5196,53,UDP,blacklist
2200,1554210871744896.0,25.143693923950195,1.9828650951385498,642.8651123046875,3215393175,3215393213,56892,53,UDP,blacklist
2201,1554210882145664.0,45.49791717529297,1.9412152767181396,646.0638427734375,3215393175,3215393213,56333,53,UDP,blacklist
2202,1554210897033600.0,61.70524215698242,1.997863531112671,314.6734313964844,3215393175,3215393213,58944,53,UDP,blacklist
2203,1554210910532992.0,55.20283126831055,1.9600248336791992,636.3519897460938,3215393175,3215393213,56117,53,UDP,blacklist
2204,1554210940782976.0,108.17935943603516,1.9719254970550537,630.9302978515625,3215393175,3215393213,40611,53,UDP,blacklist
2205,1554210940809600.0,99.03079223632812,1.9889652729034424,191.86215209960938,3215393175,3215393213,33737,53,UDP,blacklist
2206,1554210954134912.0,78.70679473876953,1.9629600048065186,631.1505737304688,3215393175,3215393213,48594,53,UDP,blacklist
2207,1554210969985408.0,43.56052017211914,0.910152792930603,88.2891845703125,3215393273,3204448508,39523,5179,UDP,blacklist
2208,1554210970087808.0,22.124364852905273,1.9754576683044434,641.8824462890625,3215393175,3215393213,45930,53,UDP,blacklist
2209,1554210981822848.0,30.575740814208984,1.9701130390167236,750.20947265625,3215393175,3215393213,60780,53,UDP,blacklist
2210,1554210996858240.0,121.1919937133789,0.9142287969589233,98.70599365234375,3215393175,3215393213,44714,53,UDP,blacklist
2211,1554211010577792.0,0.0,1.9672472476959229,628.5239868164062,3215393175,3215393213,41528,53,UDP,blacklist
2212,1554211024394624.0,38.30511474609375,1.985255479812622,626.9506225585938,3215393175,3215393213,40666,53,UDP,blacklist
2213,1554211039342976.0,102.53406524658203,1.9813308715820312,315.47222900390625,3215393175,3215393213,42168,53,UDP,blacklist
2214,1554211046283648.0,69.03668975830078,1.9765949249267578,312.0005187988281,3215393175,3215393213,38374,53,UDP,blacklist
2215,1554211061107072.0,65.8811264038086,1.962592363357544,627.5634765625,3215393175,3215393213,44117,53,UDP,blacklist
2216,1554211078357376.0,74.17726135253906,1.9713571071624756,317.091796875,3215393175,3215393213,57337,53,UDP,blacklist
2217,1554211093195136.0,70.80345916748047,0.9060616493225098,372.826904296875,3215393175,3215393213,34753,53,UDP,blacklist
2218,1554211094198656.0,63.65399932861328,2.0043482780456543,597.6209106445312,3215393175,3215393213,5239,53,UDP,blacklist
2219,1554211095125376.0,60.89890670776367,5.742777347564697,1680.4415283203125,3215393213,3215393213,38351,53,UDP,blacklist
2220,1554211109949824.0,11.617133140563965,1.9582889080047607,1324.412353515625,3215393175,3215393213,47888,53,UDP,blacklist
2221,1554211111155072.0,53.475730895996094,1.9843881130218506,316.6751403808594,3215393175,3215393213,50414,53,UDP,blacklist
2222,1554211112341888.0,47.776161193847656,1.9635825157165527,1650.1572265625,3215393175,3215393213,65035,53,UDP,blacklist
2223,1554211120902528.0,95.12467193603516,0.9261014461517334,98.42166900634766,3215393175,3215393213,58935,53,UDP,blacklist
2224,1554211120953728.0,105.79510498046875,3.3622217178344727,477.8779602050781,3215393127,3204448507,43975,5183,UDP,blacklist
2225,1554211132072320.0,67.71575927734375,7.325692176818848,2750.121826171875,3215393273,3741319418,5245,5166,UDP,blacklist
2226,1554211132113280.0,11.900193214416504,2.011958122253418,1786.194580078125,3215393175,3215393213,40510,53,UDP,blacklist
2227,1554211133153664.0,55.92854309082031,2.0495171546936035,682.9263305664062,3215393175,3215393213,65185,53,UDP,blacklist
2228,1554211148530048.0,39.01594924926758,1.9787118434906006,625.0652465820312,3215393175,3215393213,44330,53,UDP,blacklist
2229,1554211148582272.0,0.0,1.9554078578948975,652.2705688476562,3215393175,3215393213,60733,53,UDP,blacklist
2230,1554211148603776.0,40.31447982788086,2.003962278366089,570.7945556640625,3215393175,3215393213,34291,53,UDP,blacklist
2231,1554211157942656.0,57.126060485839844,1.9886012077331543,651.0477294921875,3215393175,3215393213,40777,53,UDP,blacklist
2232,1554211157998976.0,2687.823486328125,42.99535369873047,93131.109375,3215393175,3208282186,47345,442,TCP,blacklist
2233,1554211163926912.0,43.703369140625,0.9405570030212402,101.5229263305664,3215393175,3215393213,55673,53,UDP,blacklist
2234,1554211163935104.0,63.8880615234375,1.9718382358551025,650.5274658203125,3215393175,3215393213,52280,53,UDP,blacklist
2235,1554211163975040.0,113.69461822509766,60.884952545166016,33320.67578125,3215393175,883410461,52230,79,TCP,blacklist
2236,1554211178660224.0,69.89474487304688,0.9037952423095703,297.28802490234375,3215393175,3215393213,44838,53,UDP,blacklist
2237,1554211178742144.0,133.11705017089844,0.9293259382247925,64.81800079345703,3215393175,3215393213,32913,53,UDP,blacklist
2238,1554211178763648.0,49.854156494140625,1.9553155899047852,322.4217834472656,3215393175,3215393213,39854,53,UDP,blacklist
2239,1554211191481728.0,73.88394927978516,0.8696900606155396,113.89340209960938,3215393175,1539070406,36878,53,UDP,blacklist
2240,1554211191690624.0,142.88583374023438,1.9940049648284912,286.8800048828125,3215393070,3215393278,137,137,UDP,blacklist
2241,1554211207675264.0,29.79926300048828,1.9827027320861816,303.309326171875,3215393175,3215393213,42882,53,UDP,blacklist
2242,1554211211785600.0,28.171049118041992,0.989059567451477,79.09442901611328,3215393025,3215393278,33731,15412,UDP,blacklist
2243,1554211213569408.0,0.0,1.0331037044525146,87.67417907714844,3215393025,3215393278,37151,5198,UDP,blacklist
2244,1554211217197440.0,1049.8515625,29.39693260192871,7523.9296875,3215393103,3758030585,56135,15412,UDP,blacklist
2245,1554211220572544.0,0.0,1.046053409576416,79.25729370117188,3215393041,3752264190,5201,5194,UDP,blacklist
2246,1554211226449280.0,26.03158950805664,0.293784499168396,188.46559143066406,3215393216,3741319418,35599,15405,UDP,blacklist
2247,1554211228032384.0,0.0,1.9647753238677979,652.3655395507812,3215393175,3215393213,42652,53,UDP,blacklist
2248,1554211228664192.0,0.0,2.15366530418396,230.2275390625,3215393218,141231046,43977,53,UDP,blacklist
2249,1554211228681600.0,26.16306495666504,1.9232540130615234,265.37969970703125,3215393175,3215393213,39735,123,UDP,blacklist
2250,1554211237147008.0,0.0,1.9808173179626465,330.6980285644531,3215393175,2611413437,46379,53,UDP,blacklist
2251,1554211237159296.0,52.161190032958984,1.8730225563049316,2313.9951171875,3215393175,3204776064,35439,53,UDP,blacklist
2252,1554211237205376.0,44.968441009521484,0.8727730512619019,272.8939514160156,3215393175,138238960,52985,53,UDP,blacklist
2253,1554211237783936.0,42.46504592895508,1.878798007965088,235.6656951904297,3215393175,3215393213,50149,123,UDP,blacklist
2254,1554211237828992.0,18.325061798095703,0.9956836700439453,540.2007446289062,3215393213,3220881250,59107,53,UDP,blacklist
2255,1554211240336768.0,79.31283569335938,1.0382936000823975,60.06119155883789,3215393213,3204448507,53633,1747,UDP,blacklist
2256,1554211248563584.0,0.0,1.9847781658172607,630.0494995117188,3215393213,3215393213,15094,53,UDP,blacklist
2257,1554211249540480.0,70.72265625,1.9345293045043945,311.0231018066406,3215393175,3215393213,34453,53,UDP,blacklist
2258,1554211249540480.0,146.1240692138672,12.064874649047852,6952.89599609375,3215393218,57382168,50163,442,TCP,blacklist
2259,1554211260744064.0,160.19827270507812,118.76346588134766,40460.7890625,3215393213,3215393213,38889,53,UDP,blacklist
2260,1554211261224320.0,44.271759033203125,1.9553701877593994,309.0238037109375,3215393175,3215393213,50166,53,UDP,blacklist
2261,1554211261950336.0,63.71623992919922,0.9841241836547852,499.9742431640625,3215393175,2491830935,42224,79,TCP,blacklist
2262,1554211262055808.0,36.856651306152344,2.0229344367980957,632.4801025390625,3215393175,3215393213,40863,53,UDP,blacklist
2263,1554211263046016.0,137.42149353027344,2.049468755722046,318.6734924316406,3215393175,3215393213,45657,53,UDP,blacklist
2264,1554211263083904.0,93.99468994140625,1.960832118988037,308.7337341308594,3215393175,3215393213,60116,53,UDP,blacklist
2265,1554211263119744.0,93.66181182861328,2.0057168006896973,336.6265563964844,3215393175,3215393213,40053,53,UDP,blacklist
2266,1554211264629120.0,110.59577178955078,15.57564926147461,10740.98046875,3215393175,584160523,42073,442,TCP,blacklist
2267,1554211264763264.0,137.88772583007812,1.022517442703247,64.82274627685547,3215393103,3215393278,31024,15453,UDP,blacklist
2268,1554211266282880.0,81.28759765625,0.9743953943252563,61.7602424621582,3215393103,4009688825,45084,15476,UDP,blacklist
2269,1554211269029248.0,94.00254821777344,1.0549261569976807,62.76887893676758,3215393156,3215393278,52651,1710,UDP,blacklist
2270,1554211278357888.0,96.95625305175781,3.9633851051330566,667.4862670898438,3215393103,4009688825,60601,15476,UDP,blacklist
2271,1554211279843712.0,30.312244415283203,1.9434785842895508,627.2440795898438,3215393175,3215393213,48184,53,UDP,blacklist
2272,1554211279860096.0,1.639926552772522,1.9843661785125732,311.7325744628906,3215393175,3215393213,41639,53,UDP,blacklist
2273,1554211289406848.0,0.0,1.9828202724456787,312.6483154296875,3215393175,3215393213,46477,53,UDP,blacklist
2274,1554211289432448.0,3.044747829437256,1.9562811851501465,308.7755432128906,3215393175,3215393213,55017,53,UDP,blacklist
2275,1554211289465216.0,34.02573776245117,1.9907333850860596,315.2996520996094,3215393175,3215393213,47973,53,UDP,blacklist
2276,1554211289478528.0,76.63511657714844,1.9786319732666016,311.42254638671875,3215393175,3215393213,60780,53,UDP,blacklist
2277,1554211289543040.0,86.98562622070312,10.561134338378906,8717.99609375,3215393175,1537694150,41770,53,UDP,blacklist
2278,1554211289585024.0,104.5445785522461,1.933527946472168,286.66827392578125,3215393175,3215393213,52020,123,UDP,blacklist
2279,1554211291085184.0,67.81194305419922,0.9745678901672363,61.821800231933594,3215393103,4009688825,55504,15373,UDP,blacklist
2280,1554211299474816.0,5.277022361755371,1.969663143157959,610.4609985351562,3215393175,3215393213,34230,53,UDP,blacklist
2281,1554211299478912.0,94.76319122314453,1.9980747699737549,1089.6153564453125,3215393218,3215416264,53913,53,UDP,blacklist
2282,1554211302205824.0,45.82136154174805,3.6796016693115234,589.3642578125,3215393103,4009688825,58868,15362,UDP,blacklist
2283,1554211305316736.0,0.0,0.9837745428085327,61.73881530761719,3215393103,3215393278,32793,15404,UDP,blacklist
2284,1554211308635520.0,64.52037048339844,0.9863101243972778,63.4769287109375,3215393103,3215393278,34557,15377,UDP,blacklist
2285,1554211311573376.0,36.95230484008789,0.9724289178848267,380.0910949707031,3215393103,4009688825,40855,15388,UDP,blacklist
2286,1554211315294592.0,68.97357177734375,1.0840849876403809,90.49164581298828,3215393030,3215393278,51671,1695,UDP,blacklist
2287,1554211317521792.0,60.969974517822266,1.0026798248291016,64.78851318359375,3215393103,3215393278,51679,15432,UDP,blacklist
2288,1554211321400704.0,0.9947479963302612,1.0775856971740723,73.38282775878906,3215393103,3215393278,33108,1746,UDP,blacklist
2289,1554211327446400.0,0.0,0.9960981607437134,64.39876556396484,3215393103,3215393278,5136,15486,UDP,blacklist
2290,1554211334757760.0,59.50943374633789,1.0153372287750244,65.037841796875,3215393103,3215393278,42654,15422,UDP,blacklist
2291,1554211340674432.0,43.179569244384766,0.9884394407272339,62.641815185546875,3215393103,3215393278,43186,15487,UDP,blacklist
2292,1554211346625920.0,49.87152099609375,0.9870694875717163,61.67940902709961,3215393103,3215393278,58988,15399,UDP,blacklist
2293,1554211352985984.0,49.80002975463867,1.059497594833374,70.74943542480469,3215393103,3215393278,35357,5159,UDP,blacklist
2294,1554211353082240.0,37.974063873291016,1.9747793674468994,306.8195495605469,3215393175,3215393213,51723,53,UDP,blacklist
2295,1554211353126272.0,15.455714225769043,1.9900977611541748,310.9789123535156,3215393175,3215393213,47742,53,UDP,blacklist
2296,1554211353996672.0,53.48515701293945,5.936082363128662,849.4533081054688,3215393175,3215393278,137,137,UDP,blacklist
2297,1554211355266432.0,72.99921417236328,1.0240488052368164,228.40032958984375,3215393217,3215393278,137,137,UDP,blacklist
2298,1554211356270976.0,2494.3828125,25.407058715820312,48293.6015625,3215393103,4009688830,39004,15376,UDP,blacklist
2299,1554211357056384.0,46.67460632324219,1.9744901657104492,305.943603515625,3215393175,3215393213,60700,53,UDP,blacklist
2300,1554211357480320.0,0.6355019807815552,1.9924750328063965,643.543701171875,3215393175,3215393213,56865,53,UDP,blacklist
2301,1554211368413568.0,61.216556549072266,1.089536428451538,71.78767395019531,3215393127,4009688825,46091,1731,UDP,blacklist
2302,1554211369092480.0,0.0,3.7263903617858887,744.1982421875,3215393156,3741319418,5159,15446,UDP,blacklist
2303,1554211370862976.0,75.05423736572266,0.9740221500396729,84.55570983886719,3215393103,3741319418,5140,5242,UDP,blacklist
2304,1554211370897792.0,20.50693130493164,0.7904380559921265,243.9696502685547,3215393156,3741319418,5136,5186,UDP,blacklist
2305,1554211370908032.0,0.0,2.0241446495056152,326.11578369140625,3215393175,3215393213,44354,53,UDP,blacklist
2306,1554211374497152.0,22.75127410888672,0.053023576736450195,19.998624801635742,3215393175,3215393213,41504,53,UDP,blacklist
2307,1554211374515584.0,31.74911880493164,1.996351957321167,215.78968811035156,3215393175,3215393213,40780,53,UDP,blacklist
2308,1554211376185728.0,0.0,3.697000026702881,618.0319213867188,3215393103,3221159673,52967,15472,UDP,blacklist
2309,1554211377244544.0,80.84284210205078,0.1865907907485962,22.35795783996582,3215393030,3741319418,5175,5221,UDP,blacklist
2310,1554211377301888.0,76.08255767822266,0.6733297109603882,153.3252716064453,3215393070,3758030585,5126,5238,UDP,blacklist
2311,1554211377393024.0,43.816593170166016,0.978331446647644,62.16859436035156,3215393103,4009688825,38344,15402,UDP,blacklist
2312,1554211378422144.0,0.0,0.9611505270004272,83.70528411865234,3215393030,3741319418,5246,15477,UDP,blacklist
2313,1554211378549120.0,0.0,0.9627950191497803,74.76083374023438,3215393030,4009688825,38744,15389,UDP,blacklist
2314,1554211381250432.0,0.0,1.0060210227966309,63.97509765625,3215393103,4009688825,55542,15397,UDP,blacklist
2315,1554211383150976.0,0.0,1.0143802165985107,78.80059051513672,3215393030,3215393278,36148,15414,UDP,blacklist
2316,1554211383295360.0,0.0,0.9936989545822144,64.66912841796875,3215393103,4009688825,50990,15440,UDP,blacklist
2317,1554211383597440.0,0.0,1.064075231552124,72.9208755493164,3215393103,4009688825,54303,1756,UDP,blacklist
2318,1554211385748864.0,0.0,2.0044350624084473,325.79510498046875,3215393175,3215393213,47603,53,UDP,blacklist
2319,1554211386452352.0,13.864668846130371,1.968703269958496,306.7018127441406,3215393175,3215393213,58976,53,UDP,blacklist
2320,1554211386457472.0,0.0,1.9813926219940186,343.107421875,3215393175,3206742511,36391,53,UDP,blacklist
2321,1554211386527104.0,1.2321381568908691,0.9985754489898682,49.370201110839844,3215393156,3757965822,38943,15478,UDP,blacklist
2322,1554211389980032.0,27.761455535888672,0.9574651718139648,60.69923782348633,3215393103,4009688825,49372,15372,UDP,blacklist
2323,1554211392637312.0,165.5005645751953,0.9739090204238892,387.1041259765625,3215393216,1209359105,137,137,UDP,blacklist
2324,1554211393727872.0,102.30509185791016,0.9405771493911743,92.84092712402344,3215393213,3215393213,39261,53,UDP,blacklist
2325,1554211393728896.0,68.72154998779297,1.0064265727996826,66.65689849853516,3215393103,3215393278,64820,15447,UDP,blacklist
