,srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,label,type
7900,3232235909,3758096635,5353,5353,UDP,1554236706000000,0.001279,2,300,0,normal
7901,3232235855,4026531834,44785,15600,UDP,1554236707000000,0.0,1,66,0,normal
7902,3232235909,3758096635,5353,5353,UDP,1554236707000000,0.001288,2,300,0,normal
7903,3232235855,3232236031,56201,15600,UDP,1554236710000000,0.0,1,66,0,normal
7904,3232235855,3232236031,56201,15600,UDP,1554236710000000,0.0,1,66,0,normal
7905,3232235928,3232235966,57445,53,UDP,1554236711000000,2e-05,2,316,0,normal
7906,3232235928,3232235966,57445,53,UDP,1554236711000000,2e-05,2,316,0,normal
7907,3232235928,3232235966,47786,53,UDP,1554236725000000,0.0005769999999999,2,652,0,normal
7908,3232235928,3232235966,47786,53,UDP,1554236726000000,3.7e-05,2,316,0,normal
7909,3232235928,3232235966,47786,53,UDP,1554236726000000,3.7e-05,2,316,0,normal
7910,3232235909,3758096635,5353,5353,UDP,1554236729000000,36.835654,11,1626,0,normal
7911,3232235909,3758096635,5353,5353,UDP,1554236729000000,36.83826,11,1626,0,normal
7912,3232236026,3758096635,5353,5353,UDP,1554236736000000,4.1127970000000005,3,756,0,normal
7913,3232235928,3232235966,46965,53,UDP,1554236740000000,0.000476,2,652,0,normal
7914,3232235928,3232235966,46965,53,UDP,1554236741000000,7.2e-05,2,316,0,normal
7915,3232235928,3232235966,46965,53,UDP,1554236741000000,7.2e-05,2,316,0,normal
7916,3232235909,4026531834,57330,1900,UDP,1554236742000000,140.26036299999998,43,11954,0,normal
7917,3232235879,3758096637,53117,3544,UDP,1554236750000000,0.0,1,68,0,normal
7918,3232235928,3232235966,53643,53,UDP,1554236756000000,0.001063,2,316,0,normal
7919,3232235928,3232235966,53643,53,UDP,1554236756000000,0.001063,2,316,0,normal
7920,3232235928,3232235966,53643,53,UDP,1554236756000000,0.001342,2,652,0,normal
7921,3232235928,3232235966,54569,53,UDP,1554236771000000,0.000566,2,652,0,normal
7922,3232235928,3232235966,54569,53,UDP,1554236771000000,3.3e-05,2,316,0,normal
7923,3232235928,3232235966,54569,53,UDP,1554236771000000,3.3e-05,2,316,0,normal
7924,3232235909,3758096635,5353,5353,UDP,1554236781000000,34.316041,8,1200,0,normal
7925,3232235909,3758096635,5353,5353,UDP,1554236782000000,34.313375,8,1200,0,normal
7926,3232235928,3232235966,50752,53,UDP,1554236786000000,0.001506,2,652,0,normal
7927,3232235928,3232235966,50752,53,UDP,1554236786000000,4e-05,2,316,0,normal
7928,3232235928,3232235966,50752,53,UDP,1554236786000000,4e-05,2,316,0,normal
7929,3232235928,3232235966,36700,53,UDP,1554236801000000,4.7e-05,2,316,0,normal
7930,3232235928,3232235966,36700,53,UDP,1554236801000000,0.000491,2,652,0,normal
7931,3232235928,3232235966,36700,53,UDP,1554236801000000,4.7e-05,2,316,0,normal
7932,3232235969,4026531834,53449,1900,UDP,1554236807000000,3.024202,4,1496,0,normal
7933,3232235928,3232235966,42806,53,UDP,1554236816000000,0.000517,2,652,0,normal
7934,3232235928,3232235966,42806,53,UDP,1554236816000000,3.9e-05,2,316,0,normal
7935,3232235928,3232235966,42806,53,UDP,1554236816000000,3.9e-05,2,316,0,normal
7936,3232235928,3232235966,60476,53,UDP,1554236831000000,4.2e-05,2,316,0,normal
7937,3232235928,3232235966,60476,53,UDP,1554236831000000,4.2e-05,2,316,0,normal
7938,3232235928,3232235966,60476,53,UDP,1554236831000000,0.000508,2,652,0,normal
7939,3232236026,3758096635,5353,5353,UDP,1554236835000000,3.988987,3,756,0,normal
7940,3232235909,3758096635,5353,5353,UDP,1554236840000000,7.234372,4,600,0,normal
7941,3232235909,3758096635,5353,5353,UDP,1554236840000000,7.234841,4,600,0,normal
7942,3232235928,3232235966,59181,53,UDP,1554236846000000,3.5e-05,2,316,0,normal
7943,3232235928,3232235966,59181,53,UDP,1554236846000000,0.000484,2,652,0,normal
7944,3232235966,3758096635,5353,5353,UDP,1554236860000000,0.0,1,73,0,normal
7945,3232235909,3758096635,5353,5353,UDP,1554236861000000,19.865788,10,1500,0,normal
7946,3232235909,3758096635,5353,5353,UDP,1554236861000000,19.864522,10,1500,0,normal
7947,3232235928,3232235966,34597,53,UDP,1554236861000000,3.4e-05,2,316,0,normal
7948,3232235928,3232235966,34597,53,UDP,1554236861000000,0.000479,2,652,0,normal
7949,3232235928,3232235966,41549,53,UDP,1554236876000000,2.7e-05,2,316,0,normal
7950,3232235928,3232235966,41549,53,UDP,1554236876000000,0.000444,2,652,0,normal
7951,3232235822,3758096635,5353,5353,UDP,1554236882000000,0.001916,2,400,0,normal
7952,3232235822,3758096636,56126,5355,UDP,1554236882000000,0.0,1,61,0,normal
7953,3232235822,3758096635,5353,5353,UDP,1554236882000000,0.001969,2,400,0,normal
7954,3232235928,3232235966,45640,53,UDP,1554236906000000,4.4e-05,2,316,0,normal
7955,3232235928,3232235966,45640,53,UDP,1554236906000000,4.4e-05,2,316,0,normal
7956,3232235928,3232235966,45640,53,UDP,1554236906000000,0.0005099999999999,2,652,0,normal
7957,3232235928,3232235966,44111,53,UDP,1554236921000000,1.8e-05,2,316,0,normal
7958,3232235928,3232235966,44111,53,UDP,1554236921000000,0.000444,2,652,0,normal
7959,3232235928,3232235966,46177,53,UDP,1554236936000000,0.000407,2,652,0,normal
7960,3232235928,3232235966,46177,53,UDP,1554236936000000,2.6e-05,2,316,0,normal
7961,3232235928,3232235966,46177,53,UDP,1554236936000000,2.6e-05,2,316,0,normal
7962,3232235928,584226545,33720,443,TCP,1554236947000000,0.216957,3,288,0,normal
7963,3232235928,3232235966,58627,53,UDP,1554236951000000,7.4e-05,2,316,0,normal
7964,3232235928,3232235966,40344,53,UDP,1554236966000000,1.7e-05,2,316,0,normal
7965,3232235928,3232235966,40344,53,UDP,1554236966000000,1.7e-05,2,316,0,normal
7966,3232235928,3232235966,46903,53,UDP,1554236981000000,4.4e-05,2,316,0,normal
7967,3232235928,3232235966,46903,53,UDP,1554236981000000,4.4e-05,2,316,0,normal
7968,3232235928,1539135943,35053,123,UDP,1554236983000000,0.310525,1,124,0,normal
7969,3232235928,1539135943,35053,123,UDP,1554236983000000,0.310338,2,248,0,normal
7970,3232235966,1539137197,8767,53,UDP,1554236984000000,1.821648,1,406,0,normal
7971,3232235966,1539137283,44516,53,UDP,1554236985000000,1.022346,1,406,0,normal
7972,3232235966,1539137283,52489,53,UDP,1554236985000000,1.022191,1,240,0,normal
7973,3232235966,1539136395,51812,53,UDP,1554236985000000,0.271012,1,240,0,normal
7974,3232235966,1539136395,38814,53,UDP,1554236985000000,0.259565,1,406,0,normal
7975,3232235928,134744072,42130,53,UDP,1554236986000000,0.27591,4,968,0,normal
7976,3232235966,1539137283,3,3,ICMP,1554236986000000,5.8e-05,2,758,0,normal
7977,3232235966,1539137197,3,3,ICMP,1554236986000000,0.000883,2,758,0,normal
7978,3232235928,134744072,42130,53,UDP,1554236986000000,0.276059,2,652,0,normal
7979,3232235966,3455829894,31292,53,UDP,1554236987000000,0.059738,1,326,0,normal
7980,3232235966,3455829894,44088,53,UDP,1554236987000000,0.0598429999999999,1,326,0,normal
7981,3232235966,3225059358,48116,53,TCP,1554236988000000,0.095198,6,2518,0,normal
7982,3232235966,3224001822,18041,53,UDP,1554236988000000,0.126363,1,1548,0,normal
7983,3232235966,3225059358,53536,53,UDP,1554236988000000,0.040426,1,554,0,normal
7984,3232235966,3225059358,60041,53,UDP,1554236988000000,0.039222,1,84,0,normal
7985,3232235966,3225059358,54360,53,TCP,1554236988000000,0.095703,6,2664,0,normal
7986,3232235966,3225059358,19154,53,UDP,1554236989000000,0.064152,1,2374,0,normal
7987,3232235928,3232235966,3,3,ICMP,1554236989000000,0.0001409999999999,2,764,0,normal
7988,3232235928,3232235966,3,3,ICMP,1554236989000000,3.7e-05,2,764,0,normal
7989,3232235966,3223532318,49592,53,UDP,1554236989000000,0.12705,1,1554,0,normal
7990,3232235928,3232235966,43632,53,UDP,1554237001000000,0.000375,2,652,0,normal
7991,3232235928,3232235966,43632,53,UDP,1554237001000000,3.6e-05,2,316,0,normal
7992,3232235879,3758096637,53117,3544,UDP,1554237001000000,0.0,1,68,0,normal
7993,3232235928,3232235966,43632,53,UDP,1554237001000000,3.6e-05,2,316,0,normal
7994,3232235928,3232235966,39585,53,UDP,1554237016000000,3.5e-05,2,316,0,normal
7995,3232235928,3232235966,39585,53,UDP,1554237016000000,0.000601,2,652,0,normal
7996,3232235928,3232235966,43761,53,UDP,1554237031000000,2.2e-05,2,316,0,normal
7997,3232235928,3232235966,37757,53,UDP,1554237046000000,3.5e-05,2,316,0,normal
7998,3232235928,3232235966,37757,53,UDP,1554237046000000,0.000393,2,652,0,normal
7999,3232235928,3232235966,50992,53,UDP,1554237061000000,0.000438,2,652,0,normal
8000,3232235928,3232235966,50992,53,UDP,1554237061000000,2e-05,2,316,0,normal
8001,3232235928,3232235966,57567,53,UDP,1554237076000000,1.9e-05,2,316,0,normal
8002,3232235928,3232235966,57567,53,UDP,1554237076000000,0.000535,2,652,0,normal
8003,3232235928,3232235966,57567,53,UDP,1554237076000000,1.9e-05,2,316,0,normal
8004,3232235928,3232235966,45639,53,UDP,1554237091000000,2e-05,2,316,0,normal
8005,3232235928,3232235966,45639,53,UDP,1554237091000000,0.000348,2,652,0,normal
8006,3232235928,3232235966,45639,53,UDP,1554237091000000,2e-05,2,316,0,normal
8007,3232235928,3232235966,48583,53,UDP,1554237106000000,2.5e-05,2,316,0,normal
8008,3232235928,3232235966,48583,53,UDP,1554237106000000,2.5e-05,2,316,0,normal
8009,3232235928,3232235966,48583,53,UDP,1554237106000000,0.000425,2,652,0,normal
8010,3232235971,3232235966,61899,53,UDP,1554237119000000,0.0,1,54,0,normal
8011,3232235928,3232235966,50127,53,UDP,1554237121000000,2.5e-05,2,316,0,normal
8012,3232235928,3232235966,50127,53,UDP,1554237121000000,2.5e-05,2,316,0,normal
8013,3232235928,3232235966,57020,53,UDP,1554237136000000,2.3e-05,2,316,0,normal
8014,3232235879,3758096636,51533,5355,UDP,1554237136000000,0.410295,2,188,0,normal
8015,3232235928,3232235966,57020,53,UDP,1554237136000000,0.000423,2,652,0,normal
8016,3232235928,3232235966,57020,53,UDP,1554237136000000,2.3e-05,2,316,0,normal
8017,3232235928,3232235966,57075,53,UDP,1554237151000000,4.3e-05,2,316,0,normal
8018,3232235928,3232235966,57075,53,UDP,1554237151000000,4.3e-05,2,316,0,normal
8019,3232235928,3232235966,57792,53,UDP,1554237166000000,0.000397,2,652,0,normal
8020,3232235928,3232235966,57792,53,UDP,1554237166000000,3.6e-05,2,316,0,normal
8021,3232235928,3232235966,57792,53,UDP,1554237166000000,3.6e-05,2,316,0,normal
8022,3232235928,3232235966,40050,53,UDP,1554237181000000,4.6e-05,2,316,0,normal
8023,3232235928,3232235966,40050,53,UDP,1554237181000000,4.6e-05,2,316,0,normal
8024,3232235928,3232235966,48707,53,UDP,1554237196000000,0.000387,2,652,0,normal
8025,3232235928,3232235966,48707,53,UDP,1554237196000000,0.000107,2,316,0,normal
8026,3232235928,3232235966,40149,53,UDP,1554237211000000,0.000523,2,652,0,normal
8027,3232235928,3232235966,40149,53,UDP,1554237211000000,4.1e-05,2,316,0,normal
8028,3232235928,3232235966,58207,53,UDP,1554237226000000,0.000414,2,652,0,normal
8029,3232235928,3232235966,58207,53,UDP,1554237226000000,2.3e-05,2,316,0,normal
8030,3232235928,3232235966,34134,53,UDP,1554237241000000,0.000418,2,652,0,normal
8031,3232235928,584226545,33720,443,TCP,1554237248000000,0.218717,3,288,0,normal
8032,3232235928,3232235966,44529,53,UDP,1554237256000000,3.2e-05,2,316,0,normal
8033,3232235928,3232235966,44529,53,UDP,1554237256000000,3.2e-05,2,316,0,normal
8034,3232235928,3232235966,39980,53,UDP,1554237271000000,1.8e-05,2,316,0,normal
8035,3232235928,3232235966,39980,53,UDP,1554237271000000,0.000354,2,652,0,normal
8036,3232235879,3758096637,53117,3544,UDP,1554237271000000,0.0,1,68,0,normal
8037,3232235928,3232235966,58061,53,UDP,1554237286000000,1.9e-05,2,316,0,normal
8038,3232235928,3232235966,58061,53,UDP,1554237286000000,0.000451,2,652,0,normal
8039,3232235928,3232235966,58061,53,UDP,1554237286000000,1.9e-05,2,316,0,normal
8040,3232235928,3232235966,58787,53,UDP,1554237301000000,0.000496,2,652,0,normal
8041,3232235928,3232235966,58787,53,UDP,1554237301000000,1.9e-05,2,316,0,normal
8042,3232235928,3232235966,34493,53,UDP,1554237316000000,0.000496,2,652,0,normal
8043,3232235928,3232235966,34493,53,UDP,1554237316000000,3.5e-05,2,316,0,normal
8044,3232235928,3232235966,34493,53,UDP,1554237316000000,3.5e-05,2,316,0,normal
8045,3232235928,3232235966,52744,53,UDP,1554237331000000,5.7e-05,2,316,0,normal
8046,3232235928,3232235966,52744,53,UDP,1554237331000000,0.000647,2,652,0,normal
8047,3232235928,3232235966,52744,53,UDP,1554237331000000,5.7e-05,2,316,0,normal
8048,3232235928,3232235966,39871,53,UDP,1554237346000000,0.000444,2,652,0,normal
8049,3232235928,3232235966,45935,53,UDP,1554237361000000,0.000447,2,652,0,normal
8050,3232235928,3232235966,45935,53,UDP,1554237361000000,3.8e-05,2,316,0,normal
8051,3232235966,3245103232,49851,53,UDP,1554237363000000,0.01261,1,220,0,normal
8052,3232235971,134744072,53912,53,UDP,1554237363000000,0.259873,2,524,0,normal
8053,3232235966,3245103232,2051,53,UDP,1554237363000000,0.012593,1,220,0,normal
8054,3232235966,2151612981,62006,53,UDP,1554237363000000,0.374444,1,2222,0,normal
8055,3232235971,3232235966,53912,53,UDP,1554237363000000,0.0,1,77,0,normal
8056,3232235966,1412795265,53883,53,UDP,1554237363000000,0.241266,1,206,0,normal
8057,3232235971,134744072,50213,53,UDP,1554237363000000,0.46501,2,618,0,normal
8058,3232235966,3224793118,7609,53,UDP,1554237363000000,0.3141,1,1548,0,normal
8059,3232235966,1412795265,16909,53,UDP,1554237363000000,0.245459,1,206,0,normal
8060,3232235971,678794989,50599,443,TCP,1554237363000000,0.924857,17,15350,0,normal
8061,3232235966,2151612981,56051,53,UDP,1554237363000000,0.375004,1,2362,0,normal
8062,3232235966,1611084161,61997,53,UDP,1554237364000000,0.126565,1,210,0,normal
8063,3232235966,3092641920,44035,53,UDP,1554237364000000,0.124603,1,214,0,normal
8064,3232235966,3092641920,53713,53,UDP,1554237364000000,0.125472,1,214,0,normal
8065,3232235966,1611084161,39329,53,UDP,1554237364000000,0.125218,1,310,0,normal
8066,3232235928,3232235966,56307,53,UDP,1554237376000000,3.8e-05,2,316,0,normal
8067,3232235928,3232235966,56307,53,UDP,1554237376000000,0.000351,2,652,0,normal
8068,3232235928,3232235966,56307,53,UDP,1554237376000000,3.8e-05,2,316,0,normal
8069,3232235928,3232235966,57929,53,UDP,1554237391000000,0.000447,2,652,0,normal
8070,3232235928,3232235966,57929,53,UDP,1554237391000000,2.7e-05,2,316,0,normal
8071,3232235928,3232235966,57929,53,UDP,1554237391000000,2.7e-05,2,316,0,normal
8072,3232235879,3758096636,54052,5355,UDP,1554237398000000,0.410337,2,188,0,normal
8073,3232235928,3232235966,40977,53,UDP,1554237406000000,2.1e-05,2,316,0,normal
8074,3232235928,3232235966,40977,53,UDP,1554237406000000,0.000489,2,652,0,normal
8075,3232235971,3232236031,138,138,UDP,1554237419000000,0.0,1,229,0,normal
8076,3232235971,3232236031,138,138,UDP,1554237420000000,0.0,1,229,0,normal
8077,3232235928,3232235966,44784,53,UDP,1554237421000000,5.2e-05,2,316,0,normal
8078,3232235928,3232235966,44784,53,UDP,1554237421000000,0.000544,2,652,0,normal
8079,3232235928,3232235966,53194,53,UDP,1554237436000000,2.6e-05,2,316,0,normal
8080,3232235928,3232235966,57614,53,UDP,1554237451000000,4.4e-05,2,316,0,normal
8081,3232235928,3232235966,57614,53,UDP,1554237451000000,0.000503,2,652,0,normal
8082,3232235928,3232235966,57614,53,UDP,1554237451000000,4.4e-05,2,316,0,normal
8083,3232235928,3232235966,56097,53,UDP,1554237466000000,7.7e-05,2,316,0,normal
8084,3232235928,3232235966,56097,53,UDP,1554237466000000,0.000995,2,652,0,normal
8085,3232235928,3232235966,56097,53,UDP,1554237466000000,7.7e-05,2,316,0,normal
8086,3232235928,3232235966,58772,53,UDP,1554237481000000,0.000452,2,652,0,normal
8087,3232235928,3232235966,58772,53,UDP,1554237481000000,5.400000000000001e-05,2,316,0,normal
8088,3232235928,3232235966,58772,53,UDP,1554237481000000,5.400000000000001e-05,2,316,0,normal
8089,3232235909,4026531834,63211,1900,UDP,1554237485000000,590.492973,171,47538,0,normal
8090,3232235909,3758096635,5353,5353,UDP,1554237493000000,0.945711,2,300,0,normal
8091,3232235969,3758096636,50697,5355,UDP,1554237494000000,0.093122,2,156,0,normal
8092,3232235928,3232235966,44458,53,UDP,1554237496000000,2.9e-05,2,316,0,normal
8093,3232235928,3232235966,44458,53,UDP,1554237496000000,0.000544,2,652,0,normal
8094,3232235928,3232235966,44458,53,UDP,1554237496000000,2.9e-05,2,316,0,normal
8095,3232235971,882051503,50607,443,TCP,1554237499000000,0.060475,18,14894,0,normal
8096,3232235928,3232235966,43540,53,UDP,1554237511000000,1.8e-05,2,316,0,normal
8097,3232235928,3232235966,43540,53,UDP,1554237511000000,0.000445,2,652,0,normal
8098,3232235928,3232235966,43540,53,UDP,1554237511000000,1.8e-05,2,316,0,normal
8099,3232235909,3758096635,5353,5353,UDP,1554237524000000,1.030624,2,300,0,normal
8100,3232235969,4026531834,50698,1900,UDP,1554237526000000,3.061661,4,1496,0,normal
8101,3232235928,3232235966,32839,53,UDP,1554237526000000,0.000553,2,652,0,normal
8102,3232235928,3232235966,32839,53,UDP,1554237526000000,4.6e-05,2,316,0,normal
8103,3232235966,3495166005,12160,53,UDP,1554237540000000,0.023521,1,328,0,normal
8104,3232235971,3232235966,50613,53,UDP,1554237540000000,0.0,1,68,0,normal
8105,3232235966,3223622673,22632,53,UDP,1554237540000000,0.065451,1,2374,0,normal
8106,3232235971,134744072,50613,53,UDP,1554237540000000,0.276512,2,380,0,normal
8107,3232235966,3495166517,62301,53,UDP,1554237540000000,0.01925,1,328,0,normal
8108,3232235971,3232235966,60958,53,UDP,1554237540000000,0.0,1,68,0,normal
8109,3232235966,3495166517,43565,53,UDP,1554237540000000,0.012056,1,130,0,normal
8110,3232235966,3495166005,60059,53,UDP,1554237540000000,0.061763,1,206,0,normal
8111,3232235971,134744072,60958,53,UDP,1554237540000000,0.166567,2,404,0,normal
8112,3232235966,3223391774,61029,53,UDP,1554237540000000,0.252853,1,1554,0,normal
8113,3232235966,3495166517,60332,53,UDP,1554237540000000,0.012731,1,206,0,normal
8114,3232235966,3495166517,14914,53,UDP,1554237540000000,0.01916,1,134,0,normal
8115,3232235966,3222035998,63151,53,UDP,1554237541000000,0.175174,1,1548,0,normal
8116,3232235928,3232235966,57131,53,UDP,1554237541000000,5.2e-05,2,316,0,normal
8117,3232235966,3238006401,38647,53,UDP,1554237541000000,0.025785,1,2362,0,normal
8118,3232235928,3232235966,57131,53,UDP,1554237541000000,0.000588,2,652,0,normal
8119,3232235928,3232235966,57131,53,UDP,1554237541000000,5.2e-05,2,316,0,normal
8120,3232235966,1209356294,5717,53,UDP,1554237542000000,0.012507,1,176,0,normal
8121,3232235966,1209356294,59516,53,UDP,1554237542000000,0.013107,1,152,0,normal
8122,3232235966,3224001822,59130,53,UDP,1554237542000000,0.126962,1,1546,0,normal
8123,3232235928,584226545,33720,443,TCP,1554237548000000,0.212048,2,166,0,normal
8124,3232235928,584226545,33720,443,TCP,1554237548000000,0.21198,3,288,0,normal
8125,3232235879,3758096637,53117,3544,UDP,1554237552000000,0.0,1,68,0,normal
8126,3232235909,3758096635,5353,5353,UDP,1554237556000000,8.889463000000003,2,276,0,normal
8127,3232235928,3232235966,35712,53,UDP,1554237556000000,4.6e-05,2,316,0,normal
8128,3232235928,3232235966,35712,53,UDP,1554237556000000,4.6e-05,2,316,0,normal
8129,3232235928,3232235966,35712,53,UDP,1554237556000000,0.000524,2,652,0,normal
8130,3232236026,3758096635,5353,5353,UDP,1554237562000000,3.962688,3,756,0,normal
8131,3232235928,3232235966,45071,53,UDP,1554237571000000,4.3e-05,2,316,0,normal
8132,3232235909,3758096635,5353,5353,UDP,1554237586000000,1.028814,2,300,0,normal
8133,3232235909,3758096635,5353,5353,UDP,1554237586000000,1.028956,2,300,0,normal
8134,3232235966,1539136395,18089,53,UDP,1554237597000000,0.378672,1,406,0,normal
8135,3232235928,3232235966,52680,53,UDP,1554237601000000,3.3e-05,2,316,0,normal
8136,3232235928,3232235966,52680,53,UDP,1554237601000000,0.000445,2,652,0,normal
8137,3232235928,3232235966,36017,53,UDP,1554237616000000,0.0006349999999999,2,652,0,normal
8138,3232235928,3232235966,36017,53,UDP,1554237616000000,0.000101,2,316,0,normal
8139,3232235909,3758096635,5353,5353,UDP,1554237617000000,0.0,1,89,0,normal
8140,3232235909,3758096635,5353,5353,UDP,1554237617000000,0.0,1,89,0,normal
8141,3232235928,3232235966,41610,53,UDP,1554237630000000,0.270868,2,1180,0,normal
8142,3232235928,3232235966,57827,53,UDP,1554237630000000,0.270062,2,836,0,normal
8143,3232235928,3232235966,51948,53,UDP,1554237630000000,0.0,1,78,0,normal
8144,3232235966,1539136395,57279,53,UDP,1554237630000000,0.258692,1,540,0,normal
8145,3232235966,1539136395,43074,53,UDP,1554237630000000,0.264685,1,416,0,normal
8146,3232235966,3455829908,43981,53,UDP,1554237630000000,0.084371,1,722,0,normal
8147,3232235928,3232235966,41610,53,UDP,1554237630000000,8e-06,2,204,0,normal
8148,3232235928,3232235966,39072,53,UDP,1554237630000000,0.491459,1,292,0,normal
8149,3232235928,3232235966,54175,53,UDP,1554237630000000,0.130299,2,1388,0,normal
8150,3232235928,3232235966,57827,53,UDP,1554237630000000,7.2e-05,2,212,0,normal
8151,3232235966,1539136395,36146,53,UDP,1554237630000000,0.291448,1,272,0,normal
8152,3232235928,3232235966,55937,53,UDP,1554237630000000,0.0,1,76,0,normal
8153,3232235928,3232235966,57827,53,UDP,1554237630000000,7.2e-05,2,212,0,normal
8154,3232235928,3232235966,51948,53,UDP,1554237630000000,0.293457,1,250,0,normal
8155,3232235966,1539136395,56281,53,UDP,1554237630000000,0.269107,1,464,0,normal
8156,3232235966,1539136395,9486,53,UDP,1554237630000000,0.268808,1,684,0,normal
8157,3232235966,3455828101,46216,53,UDP,1554237630000000,0.012189,1,724,0,normal
8158,3232235928,3232235966,45651,53,UDP,1554237631000000,0.000491,2,652,0,normal
8159,3232235966,3455829483,27832,53,UDP,1554237631000000,0.127951,1,728,0,normal
8160,3232235928,1539135640,41418,80,TCP,1554237631000000,0.309632,3,160,0,normal
8161,3232235966,3455829038,15612,53,UDP,1554237631000000,0.128849,1,844,0,normal
8162,3232235928,3232235966,54175,53,UDP,1554237631000000,5.600000000000001e-05,2,200,0,normal
8163,3232235928,1539135640,41418,80,TCP,1554237631000000,2.5e-05,2,100,0,normal
8164,3232235966,3455829483,3049,53,UDP,1554237631000000,0.128213,1,704,0,normal
8165,3232235928,3232235966,45651,53,UDP,1554237631000000,3.2e-05,2,316,0,normal
8166,3232235928,3232235966,54175,53,UDP,1554237631000000,5.600000000000001e-05,2,200,0,normal
8167,3232235966,3455829038,65440,53,UDP,1554237631000000,0.12642,1,524,0,normal
8168,3232235928,3232235966,45651,53,UDP,1554237631000000,3.2e-05,2,316,0,normal
8169,3232235928,3232235966,42315,53,UDP,1554237644000000,0.4759100000000001,1,224,0,normal
8170,3232235928,3232235966,42315,53,UDP,1554237644000000,0.0,1,62,0,normal
8171,3232235966,1539136395,47241,53,UDP,1554237644000000,0.2744,1,476,0,normal
8172,3232235966,1539136395,5866,53,UDP,1554237644000000,0.274093,1,246,0,normal
8173,3232235928,3232235966,54986,53,UDP,1554237644000000,0.4758600000000001,1,454,0,normal
8174,3232235928,1539136531,60092,443,TCP,1554237645000000,3.4136269999999995,56,132514,0,normal
8175,3232235966,3236188105,27494,53,UDP,1554237645000000,0.17995,1,2222,0,normal
8176,3232235928,1539136531,60092,443,TCP,1554237645000000,3.1025400000000003,20,127084,0,normal
8177,3232235928,1539136531,60098,443,TCP,1554237645000000,51.257893,9,7638,0,normal
8178,3232235928,1539136531,60096,443,TCP,1554237645000000,52.196893,15,66728,0,normal
8179,3232235928,1539136531,60098,443,TCP,1554237645000000,51.566742,22,11878,0,normal
8180,3232235966,3236188105,21538,53,UDP,1554237645000000,0.178064,1,1644,0,normal
8181,3232235928,1539136531,60094,443,TCP,1554237645000000,2.208588,8,57878,0,normal
8182,3232235928,3232235966,57888,53,UDP,1554237646000000,5.1e-05,2,316,0,normal
8183,3232235928,3232235966,57888,53,UDP,1554237646000000,5.1e-05,2,316,0,normal
8184,3232235969,4026531834,63208,1900,UDP,1554237646000000,1.989343,3,1122,0,normal
8185,3232235928,3232235966,57888,53,UDP,1554237646000000,0.000462,2,652,0,normal
8186,3232235909,3758096635,5353,5353,UDP,1554237648000000,1.012769,2,300,0,normal
8187,3232235909,3758096635,5353,5353,UDP,1554237648000000,1.012669,2,300,0,normal
8188,3232235928,3232235966,51552,53,UDP,1554237652000000,5.600000000000001e-05,2,212,0,normal
8189,3232235928,3232235966,51552,53,UDP,1554237652000000,5.600000000000001e-05,2,212,0,normal
8190,3232235928,3232235966,39173,53,UDP,1554237652000000,0.0,1,78,0,normal
8191,3232235928,3232235966,51552,53,UDP,1554237652000000,0.000412,2,836,0,normal
8192,3232235928,3232235966,44848,53,UDP,1554237661000000,3.2e-05,2,316,0,normal
8193,3232235928,3232235966,44848,53,UDP,1554237661000000,0.000467,2,652,0,normal
8194,3232235928,3232235966,44848,53,UDP,1554237661000000,3.2e-05,2,316,0,normal
8195,3232235928,3232235966,45794,53,UDP,1554237676000000,5.5e-05,2,316,0,normal
8196,3232235928,3232235966,45794,53,UDP,1554237676000000,5.5e-05,2,316,0,normal
8197,3232235928,3232235966,45794,53,UDP,1554237676000000,0.000481,2,652,0,normal
8198,3232235909,3758096635,5353,5353,UDP,1554237679000000,0.957359,2,300,0,normal
8199,3232235968,3758096635,5353,5353,UDP,1554237682000000,0.0,1,73,0,normal
8200,3232235968,3758096635,5353,5353,UDP,1554237682000000,0.0,1,73,0,normal
8201,3232235928,3232235966,51608,53,UDP,1554237691000000,3.7e-05,2,316,0,normal
8202,3232235928,3232235966,51608,53,UDP,1554237691000000,0.000458,2,652,0,normal
8203,3232235928,3232235966,51608,53,UDP,1554237691000000,3.7e-05,2,316,0,normal
8204,3232235928,3232235966,54161,53,UDP,1554237706000000,4.3e-05,2,316,0,normal
8205,3232235928,3232235966,54161,53,UDP,1554237706000000,0.000448,2,652,0,normal
8206,3232235928,3232235966,54161,53,UDP,1554237706000000,4.3e-05,2,316,0,normal
8207,3232235909,3758096635,5353,5353,UDP,1554237710000000,0.967005,2,300,0,normal
8208,3232235909,3758096635,5353,5353,UDP,1554237710000000,0.967017,2,300,0,normal
8209,3232235971,3232235966,54975,53,UDP,1554237719000000,0.0,1,54,0,normal
8210,3232235971,3232235966,50608,53,UDP,1554237719000000,0.0,1,54,0,normal
8211,3232235928,3232235966,38675,53,UDP,1554237721000000,2.3e-05,2,316,0,normal
8212,3232235928,3232235966,38675,53,UDP,1554237721000000,0.000459,2,652,0,normal
8213,3232235928,3232235966,57994,53,UDP,1554237736000000,2.7e-05,2,316,0,normal
8214,3232235928,3232235966,57994,53,UDP,1554237736000000,2.7e-05,2,316,0,normal
8215,3232235928,3232235966,57994,53,UDP,1554237736000000,0.000594,2,652,0,normal
8216,3232235909,3758096635,5353,5353,UDP,1554237741000000,0.954336,2,300,0,normal
